Job Name,Company Name,Location,Salary,Description,Skills
Python & ETL Developer,Genpact,"Bengaluru, Karnataka",NA,Serve as a coach/mentor for junior developers.The individual will join a strong and highly skilled team of developers who build solutions that enable our…,"Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Cloud Developer,Verisk,"Gurgaon, Haryana",NA,"At the heart of what we do is help clients manage risk.Verisk (Nasdaq: VRSK) provides data and insights to our customers in insurance, energy and the financial…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Python Developer,IDP Education Ltd,"Chennai, Tamil Nadu",NA,"IDP Education Limited is an ASX listed company that is 50% owned by 38 Australian universities and headquartered in Melbourne, Australia.","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Web Developer,Volon,"Pune, Maharashtra",NA,Volon Cyber Security is boutique Information security organization working in the field of Cyber Threat Intelligence.Setup server side system components.,"Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Full Stack Developer,Zopnote,"Bengaluru, Karnataka",20000 - 80000,We are looking for2- 5 years of experience as a highly-skilled java developer who is comfortable with both front and back end programming.,"Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Laravel Developer,Toolyt,"Bengaluru, Karnataka",300000 - 600000,"Proven work experience as a Back-end developer.Liaise with developers, designers and system administrators to identify new features.","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Backend Developer,Tripoto,"New Delhi, Delhi",NA,A strong presence on developer websites like GitHub and StackOverflow is a plus.Thinking is not constrained by technology stacks.,"Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Odoo Developer,Dreambits Technologies,"Ahmedabad, Gujarat",NA,"You are qualified if you have ..0-12 Months of Odoo development experience.Basic knowledge of Python, Html, Css and Javascript.What's in it for you.","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Odoo Developer - Immediate Joiner,Spectromax Technolgy,"Chennai, Tamil Nadu",NA,"Experience: 3 to 10 Years.Skills: Odoo, Flask/Django, Javascript, CSS, HTML, XML, JQuery, Bootstrap, PostgreSQL, Good Analytical Skills, ERP Domain…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Odoo Developer,eJam,NA,1000000 - 1500000,We plan to offer a salary of Rs.10-15 lakh per annum for senior developers (more than 5 years experience.We are looking for expert Odoo developers (5+ years…,"Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Odoo Developer,eJam,NA,1000000 - 1500000,We plan to offer a salary of Rs.10-15 lakh per annum for senior developers (more than 5 years experience.We are looking for expert Odoo developers (5+ years…,"Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
UI Developer,Xpheno,"Bengaluru, Karnataka",NA,"We are hiring for a leading Multinational Technology Company that specializes in enterprise infra solutions, server infrastructure, cloud based products and…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Odoo Developer,eJam,NA,1000000 - 1500000,We plan to offer a salary of Rs.10-15 lakh per annum for senior developers (more than 5 years experience.We are looking for expert Odoo developers (5+ years…,"Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Python Developer,Quantsapp Private Limited,NA,500000 - 700000,"Quantsapp is India's first Option Trading Analytics platform on mobile.With ever-growing users,it makes us one of the fastest growing platforms for options…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Fresher PHP Developer,Ardhas Technologies India private limited,"Coimbatore, Tamil Nadu",8000 - 15000,"Company : Ardhas Technology India Pvt Ltd.Basic understanding of technologies such as HTML, CSS, PHP, Laravel, Codeigniter, and familiarity with SQL databases.","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Software Engineer – Python,Sysvine Technologies,Remote,NA,"Python, Web Crawling, Database, software engineering, big data, web scraping.As a Python Developer, your role is to apply your knowledge set to fetch data from…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Python Developer,Quantsapp Private Limited,NA,500000 - 700000,"Quantsapp is India's first Option Trading Analytics platform on mobile.With ever-growing users,it makes us one of the fastest growing platforms for options…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Developer INFA IDQ,Alliance Data,NA,NA,"It's fun to work in a company where people truly BELIEVE in what they're doing !The Developer, Senior designs, builds, maintains and configures applications to…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Developer INFA IDQ,Alliance Data,NA,NA,"It's fun to work in a company where people truly BELIEVE in what they're doing !The Developer, Senior designs, builds, maintains and configures applications to…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Developer INFA IDQ,Alliance Data,NA,NA,"It's fun to work in a company where people truly BELIEVE in what they're doing !The Developer, Senior designs, builds, maintains and configures applications to…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Developer INFA IDQ,Alliance Data,NA,NA,"It's fun to work in a company where people truly BELIEVE in what they're doing !The Developer, Senior designs, builds, maintains and configures applications to…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Developer INFA IDQ,Alliance Data,NA,NA,"It's fun to work in a company where people truly BELIEVE in what they're doing !The Developer, Senior designs, builds, maintains and configures applications to…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Developer INFA IDQ,Alliance Data,NA,NA,"It's fun to work in a company where people truly BELIEVE in what they're doing !The Developer, Senior designs, builds, maintains and configures applications to…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Developer INFA IDQ,Alliance Data,NA,NA,"It's fun to work in a company where people truly BELIEVE in what they're doing !The Developer, Senior designs, builds, maintains and configures applications to…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Developer INFA IDQ,Alliance Data,NA,NA,"It's fun to work in a company where people truly BELIEVE in what they're doing !The Developer, Senior designs, builds, maintains and configures applications to…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Python & ETL Developer,Genpact,"Bengaluru, Karnataka",NA,Serve as a coach/mentor for junior developers.The individual will join a strong and highly skilled team of developers who build solutions that enable our…,"Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Developer INFA IDQ,Alliance Data,NA,NA,"It's fun to work in a company where people truly BELIEVE in what they're doing !The Developer, Senior designs, builds, maintains and configures applications to…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Developer INFA IDQ,Alliance Data,NA,NA,"It's fun to work in a company where people truly BELIEVE in what they're doing !The Developer, Senior designs, builds, maintains and configures applications to…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
Senior Developer INFA IDQ,Alliance Data,NA,NA,"It's fun to work in a company where people truly BELIEVE in what they're doing !The Developer, Senior designs, builds, maintains and configures applications to…","Core Python,Web Frameworks,Object Relational Mappers,Data Scientists,achine Learning Skill,Artificial Intelligence,Deep Learning,Multi-Process Architecture,Analytical Skills,Design Skills,Communication Skills,Version Control,Front-End Technologies Knowledge,The Ability of Integration,Server-Side Templating Language,Event-Driven programming, Good Debugging,Unit Test Skills,Code Versioning, Database Schemas Creation Ability, Logical Thinking Ability"
