Job_Name,Company_Name,Location,Skills,Yearly Salary
Technical Engineer Trainee,SecureW2,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
Observability Engineer - Consumer Engineering,Refinitiv,"Coimbatore, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
Support Engineer - Wi-Fi & Security,Refinitiv,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
Network Engineer (Senior Systems Engineer),S&L International,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
AVP-Compliance and IT Security Engineering,NTT Communications ICT Solutions,"Ghaziabad, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
Senior Performance Engineer,Tesco Technology,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
"Sr Software Engineer- MPLS, BGP, OSPF, Automation Testing",SumTotal,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
Principal SQA Engineer (SASE),CareerXperts,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
Network Engineer,Goldman Sachs,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
Technical Support Engineer - L2 ( 3+ Yrs Exp.),Goldman Sachs,Andhra Pradesh,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Coimbatore, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
Network Engineer - Linux,Royal Information Technology,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
Support Engineer - Wi-Fi & Security,IBKR,India,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
Network and Security: Techno Manager,Microsoft Gold Partner Navishaa.com,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
Senior Software Engineer- Transport,Refinitiv,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
IMMEDIATE FRESHERS REQUIRED- TECHNICAL SUPPORT ENGINEER,Diebold Nixdorf,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
Workplace Engineer L3,Refinitiv,"Nagpur, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
Windows And VMware Engineer,Rudr Consultancy Services,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Network Security Engineer,Metro Jobs Consultants,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
Network and Security: Techno Manager,FANUC India,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
Urgent Requirement for Senior Network and Server Engineer,Refinitiv,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
AVP-Compliance and IT Security Engineering,BrowserStack,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Team Lead,Refinitiv,"Ghaziabad, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
Network Engineer -HYDERBAD,Refinitiv,"Ghaziabad, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
AVP-Compliance and IT Security Engineering,Microsoft,"Pune, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
Team Lead,Refinitiv,"Pune, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
C Programmer/Developer (5-6 yrs) Networking/Network Security...,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
Information Security Engineer,Talend,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
Technical Engineer Trainee,Metro Jobs Consultants,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
Technical Engineer Trainee,Microsoft,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Engineering Manager – Network / Security,Inspire People Consultancy,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Software Engineer,Tesco Technology,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Distributed Systems Developer - Network Security Cloud Infra...,Refinitiv,"Lucknow, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
Support Engineer - Wi-Fi & Security,SoftwareONE,"Lucknow, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",530000.0
Windows And VMware Engineer,Refinitiv,"Noida, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Senior Engineer - Cyber Security & Communication,Mylan,"Gurgaon, Haryana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
NETWORK SECURITY ENGINEER,Goldman Sachs,India,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
Software Engineer - ROE,AltaVista Tech Solutions,India,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Network Engineer,GO-JEK,"Noida, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
Desktop Support Engineer,Comodo Cyber Security,"Noida, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",530000.0
AVP-Compliance and IT Security Engineering,Tesco Technology,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
AVP-Compliance and IT Security Engineering,Ingrain Systems Inc.,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
Information Security Analyst - SOC,Rudr Consultancy Services,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
Network Engineer,Talend,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
IT Infrastructure & Cloud Engineer,Dell Technologies,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",530000.0
Network Engineer -L3,Refinitiv,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
Network Engineer,SINEVIS,"Pune, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",570000.0
"Threat Research Engineer Pune, Maharashtra",SumTotal,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
Support Engineer - Wi-Fi & Security,Maersk,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",570000.0
Lead Linux/Unix Engineer,Talend,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
AVP-Compliance and IT Security Engineering,Prabhat Group of Industries,"Gurgaon, Haryana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
IMMEDIATE FRESHERS REQUIRED- TECHNICAL SUPPORT ENGINEER,Refinitiv,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
AVP-Compliance and IT Security Engineering,Maersk,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
Hadoop Admin,Microsoft Gold Partner Navishaa.com,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
Senior Engineer Security,Refinitiv,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Observability Engineer - Consumer Engineering,Refinitiv,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
Network Support Engineer,Refinitiv,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
AVP-Compliance and IT Security Engineering,Refinitiv,Andhra Pradesh,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
IMMEDIATE FRESHERS REQUIRED- TECHNICAL SUPPORT ENGINEER,SecureW2,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
Senior Software Engineer- Transport,Rackspace,"Noida, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
Network Engineer,Microsoft Gold Partner Navishaa.com,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
Technical Engineer Trainee,Tally Solutions,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
Senior Engineer - Cyber Security & Communication,Modak Analytics,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
Consulting Engineer (Intern) - India UHR,SecureW2,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",570000.0
Technical Support Engineer - L2 ( 3+ Yrs Exp.),Prabhat Group of Industries,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
AVP-Compliance and IT Security Engineering,Oracle,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",530000.0
Desktop Support Engineer,Modak Analytics,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
Network Security Engineer,Aeries Technology Group,"Gurgaon, Haryana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
AVP-Compliance and IT Security Engineering,Achme Communication,"Gurgaon, Haryana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",570000.0
Technical Support Engineer - L2 ( 3+ Yrs Exp.),SoftwareONE,"Gurgaon, Haryana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",530000.0
Senior Engineer - Cloud Solutions (ESC),Whatfix,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
Network & Security Build Engineer,MaxLinear Inc.,"Udaipur, Rajasthan","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",530000.0
Support Engineer - Wi-Fi & Security,Whatfix,"Udaipur, Rajasthan","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",530000.0
AVP-Compliance and IT Security Engineering,CareerXperts,"Coimbatore, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
Workplace Engineer L3,Achme Communication,"Coimbatore, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
Desktop Support Engineer,Metro Jobs Consultants,"Coimbatore, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",570000.0
AVP-Compliance and IT Security Engineering,AltaVista Tech Solutions,"Gurgaon, Haryana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
NETWORK SECURITY ENGINEER,Ingrain Systems Inc.,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
Technical Engineer Trainee,Maersk,India,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
Support Engineer - Wi-Fi & Security,Tally Solutions,"Nagpur, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Udaipur, Rajasthan","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
Engineering Manager – Network / Security,Talent500,"Udaipur, Rajasthan","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",570000.0
Software Engineer - ROE,Royal Information Technology,"Udaipur, Rajasthan","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
Senior Engineer Security,Cerner Corporation,India,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Support Engineer - Wi-Fi & Security,Maersk,India,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
IT Infrastructure & Cloud Engineer,Comodo Cyber Security,India,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
Software Engineer – Network/Embedded/Application Development...,Shriram Value Services,India,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
Consulting Engineer - Routing and Switching (BCS) - 2 to 10...,Refinitiv,India,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Senior Engineer Security,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
Cyber Security Expert,Dell Technologies,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
IT Infrastructure & Cloud Engineer,Cisco Systems,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
Consulting Engineer - Routing and Switching (BCS) - 2 to 10...,S&L International,"Pune, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
Desktop Support Engineer,Unisys,"Pune, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
Cloud Engineer,AltaVista Tech Solutions,"Pune, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
Security Test Engineer,Refinitiv,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
Information Security Analyst - SOC,Dell Technologies,"Coimbatore, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
Senior Software Engineer- Transport,Netpoleon Group,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Network Engineer (Senior Systems Engineer),WELLS FARGO BANK,"Lucknow, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
AVP-Compliance and IT Security Engineering,Microsoft,"Lucknow, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",570000.0
Site Reliability Engineer,Royal Information Technology,"Pune, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
NETWORK SECURITY ENGINEER,SoftwareONE,"Pune, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
Senior Performance Engineer,Cisco Systems,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
Sr. Network Security Engineer,Microsoft,"Noida, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Network Security Engineer,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
Security Developer 2,Aeries Technology Group,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
IT Infrastructure & Cloud Engineer,Unisys,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
Senior Performance Engineer,Refinitiv,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
Security Engineer,Refinitiv,"Nagpur, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",560000.0
Support Engineering Manager,SecureW2,"Nagpur, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Windows And VMware Engineer,AltaVista Tech Solutions,"Nagpur, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",530000.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Nagpur, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",500000.0
